,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,acquired
GM,,0,0.004660798,-0.019845361,0.001051801,-0.002364066,0.007635598,-0.033185263,0.009459459,-0.024364123,0.008507135,0.003265306,-0.007051804,0.012291724,0.001079331,0.017789757,0.001324153,0.015339857,0.01041938,0.003866976,0.003081664,-0.005120328,0.010036027,0.002038217,0.009661836,-0.00352556,0.00227445,0.008320726,0.007751938,-0.019851117,0.00835443,-0.002761737,-0.015357503,0.014574278,0.008316532,-0.026493377,-0.005134788,-0.012903226,0.014379085,-0.018298969,0.011551588,-0.008305217,-0.01648783,0.008249069,-0.03510161,0.013129103,0.008909287,0.000267594,-0.010165864,-0.000810811,0.004327833,-0.042553191,-0.011814346,-0.000284657,-0.007687927,-0.001721664,0.000862317,-0.042504308,0.01079784,0.060237389,0.003078645,-0.018136161,0.008525149,0.014652015,0.005276312,-0.014640884,0.009812167,-0.009994448,0.01346046,0.015495296,0.002179837,0.004893964,-0.001082251,0.001083424,0.019480519,0.011942675,0.004982953,0.005480167,0.005709836,-0.010580645,-0.004694836,0.008909853,-0.007012987,-0.00392362,0.00052521,0.008661417,0.020296643,0.003825555,0.001778455,-0.006847578,-0.00102145,0.009202454,0.009625127,0.021324636,0.004175878,-0.003180039,0.000490798,-0.002207506,-0.006145526,-0.00222607,-0.004709965,-0.009215442,-0.019356461,0.001794412,0.007932446,0.018024879,-0.012219451,-0.018934612,0.00386001,-0.046654704,-0.019360043,0.014532492,0.00972973,-0.010706638,0.004329004,0.003771552,-0.032206119,0.005268996,-0.009931034,0.015324603,0.012897914,0.004876727,-0.00485306,0.036033595,0.012813808,0.001290989,0.02062919,0,-0.003031834,-0.009883426,-0.005374968,-0.042460113,0.029024456,-0.002872813,-0.010476689,-0.010852303,-0.003478726,-0.012620838,0.009246668,0.013473457,-0.005051848,0.001603421,-0.036552828,-0.039601218,0.008650519,-0.002001144,-0.004583214,-0.025035971,0.007674144,0.0152314,0.026255049,-0.001967951,0.021408451,0.010755654,-0.01255116,-0.000552639,-0.006635333,0.01057612,0.008262187,-0.021578804,0.025683975,-0.002721829,0.042849345,-0.007851348,-0.019783698,0.021797632,0.011061364,-0.004167752,0.004969919,0.001821968,0.004676539,0.001292992,-0.003357438,-0.036278829,-0.01048669,0.002445652,0
GS,,0.003367862,0.00315313,0.001115336,0.004000608,0.021234742,-0.006667654,-0.03381066,0.001337999,-0.028882722,-0.002381456,0.011564373,-0.003461115,0.006051676,0.004236845,0.024740872,0.003862966,0.017012658,0.006820671,0.00074173,0.000790592,-0.009479609,0.011763533,-0.000738989,0.024700488,-0.038154349,0.009654344,0.030023781,-0.00957191,-0.006362003,-0.002248289,-0.017634956,0.004288421,0.008341609,0.018908804,-0.004832786,-0.005778943,0.001269965,0.012342065,-0.005252506,-0.018408177,-0.008290974,0.003383926,0.002083023,-0.035040831,0.006718982,0.000611372,0.01395112,-0.008586924,-0.000962366,0.009480836,-0.018030235,-0.01815671,0.005365422,-0.018445596,-0.007337416,-0.00361606,-0.026044724,0.003835827,0.036519461,-0.007583737,0.007270219,0,0.022706917,0.003142386,-0.023160273,0.006466197,0.001096892,-0.004330585,0.021747105,0.003384963,0.000306686,0.001226367,0.007910585,-0.007240873,0.004845455,0.011725293,0.026490066,0.011045943,-0.004254085,0.00029129,0.009027373,-0.01034151,0.00981774,-0.008663426,0.026120309,0.012254554,-0.01103113,0.018621798,-0.010300668,0.005719644,-0.00466157,0.002248033,0.025373832,0.011848881,-0.009232987,0.009819074,-0.008193031,0.004901961,-0.005736224,-0.03874983,-0.010538752,-0.036729235,0.021469655,-0.001310616,0.006124234,-0.000483092,-0.0260029,0.012852322,-0.041889177,0.003170382,0.016515445,0.013940427,-0.010979228,0.00350035,0.00867052,-0.030728189,0.017584098,-0.007913849,0.011864492,0.015068356,0.002310263,-0.024226374,0.013871438,0.026371883,0.00077276,0.023020125,0.017218606,0.005425961,0.008948339,0.0053031,-0.012187358,-0.006030752,0.005418925,-0.008522204,-0.006922827,-0.001310003,-0.026749742,0.010974729,-0.008617817,0.003601959,-0.008326554,-0.021908025,-0.021905373,-0.005094578,0.018049077,-0.001992032,-0.01511976,-0.002634646,0.015341631,0.024065643,0.00556967,0.003109513,0.004649811,-0.00462829,0.000290613,0.013219059,0.00167264,0.008206107,-0.001277683,0.01506752,0.016430939,-0.000505166,-0.008408381,-0.011259905,0.018792764,0.011408068,-0.005594215,-0.00100622,0.022296493,-0.001701823,-0.017406128,0.006300507,-0.004945329,0.00050155,0.003736955,0
HAL,,0.007171029,0.014595942,-0.001052632,-0.017562346,0.032177333,0.013508833,0.028708134,-0.001993355,-0.043608522,-0.017055343,0.008144476,0.003161222,0.022058824,0.003768414,0.028668942,-0.0066357,-0.000334001,0.016371534,0.01808021,0.01033258,-0.015340364,0.007465109,0.005154639,0.004166667,-0.001276732,0.016618728,-0.006916064,-0.01456157,-0.001284934,0.001929881,-0.033386838,-0.029558286,-0.01266256,-0.002772964,-0.015293709,-0.02612072,0.005436752,0.001081471,-0.005041412,-0.024972856,-0.016332591,-0.019245283,-0.024240092,-0.027996845,0.031643002,0.006291781,0.011332552,-0.027047913,-0.003971406,0.020334928,-0.0332161,-0.049717057,-0.022968949,0.000870701,0.000869943,-0.036505867,-0.039693279,0.014560827,0.016666667,-0.035063752,0.016989146,0.003712297,0.006010171,0.014705882,-0.045742754,0.028001898,-0.012927054,0.027595884,0.011379153,-0.018451845,0.049060064,-0.001748252,-0.014448336,-0.000444247,0.031111111,-0.020258621,0.000439947,0.009234828,-0.013071895,0.008388521,0.008318739,0.009552757,0.013763441,0.001272804,0.01059322,-0.004192872,-0.012210526,-0.024722933,-0.048076923,-0.004591368,0.003228782,0.091494253,0.0042123,-0.002097315,-0.023959647,-0.008182601,-0.03690838,0.045987376,-0.00862069,-0.05826087,-0.030470914,-0.032857143,-0.017725258,-0.015037594,0.014249364,-0.020572002,-0.005635246,0.003606388,-0.059034908,-0.00436443,0.033972603,0.024377318,-0.013967926,-0.024134313,0.003763441,-0.050883771,-0.01241535,-0.010857143,0.039861352,0.029444444,0.016729628,-0.004246285,0,0.012793177,0.004736842,0.045049764,0.004010025,0.000998502,-0.014962594,0.026329114,0.10952146,-0.064917741,-0.010461246,0.00528592,-0.022944551,0.008317025,-0.054342552,-0.002565418,-0.008744856,-0.028022833,0.006406834,-0.014323607,-0.022066738,0.025866813,-0.004828326,-0.010242588,-0.005991285,0.00109589,0.008757526,0.028214867,-0.010026385,-0.003198294,-0.021390374,0.01147541,-0.004321988,0.064026044,0.014788373,0.015577889,-0.014844137,0.02862883,-0.008789063,0.003940887,-0.046123651,-0.009773663,0.043636364,0.048780488,-0.000949217,-0.021377672,0.017475728,0.015267176,-0.001409774,-0.010352941,-0.019495958,-0.014064016,0.007378259,0
IBM,,0.004139133,0.002024877,0.001659931,0.004611283,0.005594205,0.001997004,-0.00633497,0.013180516,-0.01406957,-0.001936178,0.007472338,-0.006989017,0.004883654,0.008433391,0.015591779,-0.00209351,0.004405594,-0.005917984,0.003501891,0.000767728,-0.008926703,0.00640349,0.005313942,0.00396439,-0.003117423,0.008617095,-0.041546093,0.008770038,-0.010261526,0.011159911,-0.003489034,-0.00943194,0.005842891,-0.002796902,0.008773822,0.002067441,-0.006900968,0.004728132,0.000926916,-0.01951845,0.002615519,-0.019275362,-0.000147776,-0.028820573,0.014381373,0.008176431,0.011011905,-0.011480718,0.005955926,0.009843102,-0.000732869,-0.029042904,-0.000830878,-0.013758694,-0.005902192,-0.000925283,-0.019912017,0.010079534,0.034458564,-0.009043636,0.005551753,0.008243836,0.010726877,0.008980258,-0.007944097,0.006598947,-0.004493223,-0.001479837,0.010596517,0.005132717,0.012912168,0.002520706,0.001077586,-0.007104413,0.001156404,0,-0.004475888,0.014358231,0.002430655,0.009413778,-0.001130422,-0.00572924,-0.008821228,0.008182014,0.005481597,0.010620221,0.004063332,0.001465253,-0.003204905,0.045851681,0.000334158,0.000400855,0.004274075,-0.002327437,0.00239952,0.006449897,-0.003171247,-0.00735684,-0.010215664,0.014031301,-0.020423097,-0.044074703,-0.000213129,-0.011511405,0.00711667,-0.028336902,-0.014765298,0.012451536,-0.033433979,0.005104762,0.013947847,0.009569378,-0.015106635,0.009398496,0.000521415,-0.035363311,0.003241491,0.009077621,0.012121674,0.015968665,0.004819098,-0.010551169,0.01655481,0.034110915,-0.002837483,0.014441204,0.017180926,-0.009996553,0.000139276,0.000348141,-0.00828287,-0.001965188,0.000140647,0.00527352,-0.007623977,0.00133916,-0.002745126,0.010446076,0.002724225,-0.002159526,0.015219213,-0.012102874,-0.013712933,0.002329028,0.006830024,-0.011958878,-0.020526614,0.009322156,0.010453211,0.011549635,-0.00504343,0.00675866,-0.006223776,-0.055238899,-0.0012662,-0.011261093,0.01040881,0.003135264,-0.002306891,0.010218543,0.003913172,-0.015812312,0.010685996,-0.011238447,0.013459957,0.015789862,0.001598024,0.00645442,-0.007854158,-0.000581015,-0.015551195,0.000885805,-0.008186444,-0.003569304,0.002985075,0
LAZ,,0.006068966,0.002193584,-0.013679891,0.001664355,0.037108834,0.000801068,-0.017342583,0.013304371,-0.03778135,0.013088276,-0.005772402,-0.008017694,0.002229654,0.005005562,0.030990592,0.002952228,0.001605566,0.020571734,-0.004712042,-0.007101526,-0.017483444,0.013211108,0.006386376,0.02168165,-0.013457557,0.002360965,-0.004449097,-0.006834911,-0.021969296,0.007848444,0.009398496,0.077414206,-0.026666667,-0.020294267,0.006732263,-0.007201646,-0.010880829,0.013095862,-0.012409514,-0.008638743,0.003432796,-0.002368421,-0.022685307,-0.056950067,0.014024041,-0.010725374,0.008273894,-0.018675722,-0.004036909,0.008975101,-0.020086083,-0.038945827,0.013711152,-0.027051398,-0.006487488,-0.006218905,-0.025031289,0.037869063,0.044836116,0.004143238,0.010904804,0.002040816,0.002327611,0.010159652,-0.031034483,-0.0014828,-0.004158004,-0.009841933,0.021084337,0.008849558,0.020467836,0.021776504,-0.024116657,-0.025862069,0.009734513,0.002337131,0.002331682,0.011049724,0.008628128,-0.002566296,-0.006861063,0,0.018998273,-0.007344633,-0.0071144,0.020922901,0.004491859,0.011738401,-0.005524862,0.003888889,0.006917543,-0.002748008,0,0.040231469,0.023576159,-0.001035197,-0.009326425,0.010460251,0.001811594,-0.051666236,-0.026150913,-0.045314685,0.007617931,-0.017446932,0.019828352,-0.019442832,-0.045575614,0.030697674,-0.038507822,0.016583229,0.019390582,0.029589372,-0.002639296,0.00499853,0.011117613,-0.031539352,0.014639976,-0.008244994,0.001484561,0.016305959,0.001750292,-0.018928363,0.018699911,0.033799534,0.009019166,0.040502793,0.029530201,0.012777053,-0.000257467,-0.026268349,-0.016926739,-0.01614205,-0.008750342,-0.009655172,-0.01643454,-0.007080147,-0.019680548,0.026185627,-0.016728098,-0.000576701,0.009809579,-0.025428571,-0.004690707,0.009720177,0.008751459,0.007518797,0.002583238,0.00458059,0.016243944,0.025518789,-0.004922067,0.037372905,-0.008741722,-0.010154997,-0.000809935,0.004323156,-0.00645682,0.013539128,0.000267165,0.00267094,0.026638253,0.005189414,-0.007743934,-0.028876171,0.001339405,0.017656501,0.019716088,-0.010569734,0.001042209,0.000780843,0.00260078,-0.002594034,-0.017945384,0.000529661,0.000529381,0
LEVI,,0.318235294,-0.012940651,-0.015822785,0.01423978,0.009963768,0.017488789,0.03790216,-0.03566879,0.012769705,-0.053043478,-0.004132231,0,-0.017980636,0.027230047,0.03976234,0.012307692,-0.025184542,0.067706013,-0.002503129,-0.019238812,0.014498934,-0.040773434,-0.027607362,0.009463722,-0.003125,0.02060009,0.017551558,-0.033635188,0.009817046,0.012814848,-0.013525305,0.003538257,0.006170119,-0.010074463,-0.005309735,-0.004448399,-0.017873101,0.018198362,-0.012511171,-0.005882353,-0.000910332,0.003189066,0.01044505,0.006741573,-0.011607143,-0.003613369,-0.003173164,-0.032287403,-0.023026316,-0.065897066,0.0623069,0.041202133,-0.00698324,-0.023909986,0.007204611,0.032427277,-0.034180139,-0.013390722,0.026660204,0.014636449,0.015821312,-0.003206596,0.025275735,-0.023756163,-0.000918274,-0.032169118,-0.014719848,-0.001927711,0.017382907,-0.009017561,0.017720307,0.005176471,0.020131086,0.022028453,0.041311181,0.020267357,-0.120033812,-0.027377522,-0.006419753,0,-0.015904573,-0.045959596,-0.025939651,0.019021739,-0.017066667,0.003798155,0.04,0.004158004,0.002587992,-0.004130098,-0.024364956,0.012752391,-0.039349423,0.03113053,-0.012711864,-0.006974249,-0.031334414,-0.017847183,-0.015900057,-0.012694749,0.005844535,-0.055781522,-0.008,0.011166253,0.000613497,0.009196812,0.031591738,0.012956419,-0.031395349,0.028211285,-0.024518389,0.023937762,0.014026885,-0.025936599,0.004142012,0.022392457,0.013256484,-0.028441411,0.06498829,0.018691589,0.02590394,-0.023145713,-0.030694669,-0.005,0.019542155,0.002190581,0.010382514,-0.012979989,0.005479452,-0.008719346,0.039582188,0.008989952,0.006813417,-0.008849558,-0.00157563,0.01472909,0.008294453,-0.008226221,0.024883359,-0.040971168,-0.074894515,0.000570125,-0.007977208,-0.016657094,0.015186916,0.01438435,-0.032898469,0.003519062,-0.005260082,0.032902468,-0.006825939,-0.027491409,0.008244994,0.002920561,0.008736168,0.027713626,0.001123596,0,-0.039281706,0.013434579,-0.011527378,0.020991254,-0.021701885,-0.004670169,-0.002932551,-0.002941176,0.003539823,0.009994121,,,,,,,,0
MC,,-0.001363636,-0.001820665,-0.022343821,-0.016324627,0.018966335,-0.004420661,-0.020799252,0.005966587,-0.04460261,0.004718152,0.048690064,0.008248881,-0.016362786,-0.011169202,0.037971641,-0.004167631,-0.019297838,-0.0056899,-0.008106819,-0.050240385,-0.012401924,-0.000768836,-0.040779687,0.026203209,-0.001563314,0.02322547,0.008161183,0.009612952,-0.000501128,0.017798947,-0.008866995,0.01888668,0.007560976,0.023723069,-0.031685978,-0.064957265,-0.016975712,0.003719447,-0.021969296,-0.025169147,-0.005274847,-0.008651968,-0.011824324,-0.052421652,-0.005111245,-0.002719855,0.027878788,-0.02240566,0.007539204,0.017360072,-0.008826125,-0.030276046,0.016528926,-0.009033424,-0.000911577,-0.010948905,-0.022755228,0.014474512,0.025744417,-0.012700333,-0.000306279,0.014705882,-0.013586957,0.018365473,0.011421701,-0.002674591,-0.0181764,0.006069803,0.03107089,0.003510825,0.019825073,0.00971984,-0.025198188,-0.022073773,0.013365013,0.011723329,0.012456547,-0.011731044,-0.018818761,0.023015639,-0.011537352,-0.015173621,0.002074074,-0.012123004,0.005387609,0.023816612,0.009014248,0.016138329,0.003970505,0.009039548,0.006718925,-0.023081201,0.000284657,0.022481503,-0.016699137,0.011604868,0.00391718,0.022017837,-0.006272157,-0.0532382,-0.00115942,-0.034822983,0.01443175,-0.009780676,0.017659383,-0.027941176,-0.039636914,0.031190926,-0.029941949,-0.006299213,0.012361331,0.010644959,0.026641884,0.010863005,-0.003283582,-0.010781671,-0.000908265,-0.013939394,0.019053473,0.016586248,-0.005339662,-0.018789144,0.021276596,-0.007738095,-0.00419916,0.021385542,0.013860218,0.013670739,-0.001721664,-0.007473412,-0.003764842,0.005813953,0.000289017,-0.011557353,0.000584624,-0.031551271,-0.032579186,0.019956345,-0.001834301,-0.002756508,0.008906634,-0.023744292,-0.039600873,-0.026298701,0.028009336,-0.009406422,-0.014079895,-0.002656925,0.005661006,0.048013245,0.006319115,0.011302983,-0.013970817,0.011649874,0.011204482,0.006771314,-0.0217059,-0.0065625,-0.014469959,0.006064475,0.016814721,0.001560062,-0.006542056,0.118846033,-0.014013453,0.005400796,0.016115352,-0.026432944,0.004858531,0,0.001422071,0,-0.034081227,-0.014407527,0.005966587,0
MS,,0.004301075,0.009041161,0.006602216,0.014991801,0.016155089,-0.001816943,-0.020932878,0.00232396,-0.032691862,-0.01126558,0.015272727,-0.01217765,0.013536379,0.006439304,0.031516588,0.003905353,0.015560641,0.01239297,-0.000667705,0.001781737,-0.016007114,0.004292815,0.007874016,0.0421875,-0.013064896,0.020399306,0.026371757,-0.014711977,-0.005467928,0.001268767,0.00063358,-0.001899536,0.012687672,0.011902276,-0.004333471,-0.014093264,0.005045197,0.005229032,-0.007282563,-0.020959966,-0.003853565,-0.001719321,-0.002368138,-0.046611998,-0.003847895,-0.002499432,0.008656036,-0.009033424,-0.000227894,0.011853203,-0.020274837,-0.017935158,0.00585343,-0.018389199,0.000474271,-0.008532828,-0.027253168,0.000983043,0.042965873,-0.001177024,0.008955927,-0.002569493,0.01381733,0.008778009,-0.024043966,0.007742844,-0.003026775,-0.007239608,0.019524818,-0.004614675,0.00741771,0.00276116,-0.011702616,-0.009519387,0.007735584,0.011630612,0.007358013,0.003195617,-0.002730375,0.003650468,0.005001137,-0.016285908,0.0066682,-0.010735496,0.02008774,0.015617927,-0.009806107,0,-0.014854828,0.015078821,-0.000900293,0.002478036,0.013483146,0.00886918,-0.013846154,0.019389347,-0.011149978,-0.012381163,-0.002462503,-0.036579892,-0.018867925,-0.038698955,0.018029143,-0.016011645,0.017504931,0.005573055,-0.02746988,0.008176412,-0.033423446,-0.005847953,0.021483376,0.010766149,-0.011642309,0.001002506,0.008262394,-0.023342439,0.021103483,-0.009213147,0.014827846,0.022535909,0.004843788,-0.012051097,0.013173945,0.02263424,-0.006828349,0.022048364,0.010902343,0.00826067,0.008648157,0.018953069,-0.009078831,-0.012067039,0.003392898,-0.007664563,-0.007950931,-0.002518892,-0.023415978,0.011753644,-0.009758364,0.005161896,-0.003968254,-0.030232013,-0.027791203,0.000497141,0.013167702,-0.002452182,-0.02114061,0.015570065,0.015084075,0.021437272,0.007631767,0.006627219,0.006113332,0.015190465,0.005064457,0.030233623,0.008892841,0.011679154,-0.003267262,0.01333042,0.010135864,-0.000213493,-0.012171685,-0.004539559,0.027795874,0.031692373,-0.001638337,-0.003897436,0.002059308,0.010069873,-0.001220753,-0.00162966,-0.012650479,0.004546394,0.007817322,0
JWN,,0.002255809,0.000900293,-0.000224871,-0.016194332,0.010288066,0.008372935,-0.024910233,0.007134638,-0.018967093,0.014209178,0.004363803,0.021038189,-0.007390817,0.001353791,0.01171699,-0.021380846,0.009786072,0.026594546,0.001975851,-0.012489045,-0.019968937,0.017432647,-0.024032043,-0.000683995,-0.013232945,0.005086705,0.008281573,0.000684463,-0.038987688,-0.008778173,0.005265677,-0.022619048,0.008282582,-0.013771442,0.004899559,-0.016333496,0.002973978,-0.004447739,0.008190618,-0.030773018,0.014224028,-0.003255697,-0.01080402,-0.04495809,0.011968085,-0.01629435,-0.013358269,0.004332521,0.009975735,0.010411105,-0.092470277,-0.015720524,-0.009168885,-0.015522388,-0.016979988,0.001542258,-0.036033261,0.025559105,0.025233645,-0.028866606,-0.028473091,0.019967794,0.027470793,0.008912108,-0.021017362,0.016179216,-0.001530925,-0.004293162,-0.010471204,0.032368503,0.001205909,0.005721168,-0.021556886,0.002753978,-0.017393958,-0.023291925,0.013036566,-0.011613308,-0.017148301,0.009693053,0.02336,-0.005003127,-0.028284098,-0.019081501,0.007912957,0.025842329,-0.006696429,-0.004494382,-0.039664624,-0.013767629,0.011916922,-0.03230148,0.01077886,0.032679739,0.009660227,0.006268558,0.01442623,-0.008080155,0.078853047,-0.068861371,-0.001297438,-0.019162066,0.011589404,-0.01309329,-0.00066335,-0.027547295,-0.023890785,0.018181818,-0.106456044,-0.025749424,-0.001183432,0.030805687,-0.036398467,0.05526839,0.158628485,-0.070894309,0.00980049,-0.033275563,0.029042668,0.014982578,-0.005492619,-0.020365896,0.039816772,0.052863436,0,0.054715159,0.044858102,0.023656542,-0.012268188,0.005199307,0.022126437,-0.097554119,0.015264798,-0.013501074,0,0.00622084,-0.00927357,0.005928237,-0.001550868,0.021745884,0.023715415,-0.005643006,-0.048984468,0.009422111,0.010889857,0.017851647,-0.003326278,0.004247573,0.019939577,0.036137441,-0.008576329,0.023068051,-0.017474634,0.005163511,-0.013127854,0.032677848,0.0341641,-0.007581912,-0.010095498,0.026185226,0.021756648,-0.02444795,-0.051199138,0.019596705,0.022005571,0.002998092,-0.008423913,0.006577144,0.01089028,-0.012927552,0.021282401,-0.014159765,0.007588076,0.017213556,0.005817028,0
ORCL,,0.002658564,0.004924242,-0.000188466,-0.002073516,0.00982244,0.010849233,-0.025906736,0.026595745,-0.02350111,-0.000568505,0.010238908,-0.008821321,0.007195607,0.009776274,0.016198101,-0.007878344,-0.00166205,-0.004439512,0.00204385,-0.003893937,0.002047655,0.00260078,-0.003335186,0.013199479,0.002385321,-0.000732198,-0.002015021,0.000734214,0.001834189,0.00585866,0.004368402,-0.003080826,0.007271405,-0.005955604,0.004538853,-0.00813302,-0.005102041,0.003479853,0.00109509,-0.015496809,-0.000185185,0.004815707,0.007373272,-0.022323879,0.013101254,0.007943839,0.001466276,-0.002562225,-0.015412844,0.009504286,0.000553812,-0.020664207,-0.005840241,-0.019329164,-0.00115942,0.000580383,-0.021655066,-0.007114625,0.035429936,0.00153787,0.00940499,0.012740065,0.014081863,-0.001296056,-0.005932518,0.004102947,-0.010401189,-0.002815315,-0.004329004,-0.00415879,0.08181473,-0.015265836,0.011047755,-0.011808248,0.010522561,0.001941405,0.003522987,0.018255222,0.007757283,0.006842285,0.007135576,0.004217274,0.001175878,0.009228188,-0.002660017,-0.0030005,-0.004681491,-0.015454393,-0.0105784,0.002241766,-0.009979353,0.001042753,-0.002604167,0.011488251,0.003097574,0.003602676,-0.007521368,-0.00981743,-0.020699252,-0.007460036,-0.00071582,-0.037249284,0.003720238,-0.011489993,0.02455943,-0.013723696,-0.012059369,0.013521127,-0.03057254,0.00516055,0.019015022,0.005224855,-0.016521255,0.004907512,-0.000939144,-0.030268848,0.010663048,0.004987531,-0.008398549,0.004042348,-0.001917178,-0.003265463,0.020813259,0.016424391,-0.012630015,0.025959368,0.017051705,0.014782765,-0.042636347,-0.002597885,-0.011348837,-0.005080918,-0.005863439,0.015410959,0.001873712,0.010286142,-0.012402814,0.00918463,0.002228826,0.002409192,0.017378443,-0.022351445,-0.012081784,0.01335842,0.023765317,-0.006166123,-0.013686131,0.008880666,0.017604988,0.025229771,-0.007558446,-0.001948282,-0.008340728,-0.014674302,-0.009262623,0.010632447,-0.018501723,0.000369617,0.002401626,-0.00165868,0.008676389,0.002928258,0.000912409,-0.006563355,0.009359516,0.008181818,0.003967538,0.00053889,0.00502693,0.009110397,-0.001062135,0.002835371,-0.006714967,-0.002134851,0.005883402,0
PCG,,-0.008255934,0.012486993,0.002569373,0.007175807,-0.011195929,-0.018528049,0.000524384,-0.001572327,0.019422572,-0.0623069,-0.014277869,-0.015041783,-0.024321267,0.031884058,0.011797753,-0.019433648,0.045866365,0.021115322,0.027041357,0.01600413,-0.043699187,0.002656748,0.013778484,0.206481965,0.027729636,-0.061551433,-0.018418688,-0.038901602,0.019047619,0.006074766,0.065025546,0.006977758,0.013858813,0.000427168,-0.038428693,-0.036412078,-0.034101382,0.02528626,-0.006979991,-0.015932521,-0.035238095,-0.044916091,-0.03875969,-0.019892473,0.007131103,-0.016339869,0.006090808,-0.063291139,0.038777908,0.043552036,0.029810298,-0.000526316,-0.008425487,-0.058417419,-0.033840948,0.037945126,-0.038245219,0.04619883,0.047512577,0.107257204,0.01060241,-0.024320458,-0.03372434,-0.033889732,-0.045026178,0.002741228,0.01038819,0.021645022,0.013771186,0.07262278,0.148075986,-0.025880356,-0.056184669,-0.003230272,0.005555556,0.10267035,-0.043006263,0.018760908,-0.040685225,-0.001339286,-0.025927582,-0.002753557,0.007363092,-0.022384651,-0.044392523,-0.051344743,-0.08556701,0.021984216,0.017650303,0.000542005,-0.036294691,-0.00786959,0.070254958,0,-0.028586554,0.019073569,-0.022459893,-0.015317287,0.007222222,-0.004412576,0.030470914,-0.034946237,0.015598886,-0.003839824,0.019273128,-0.021069692,-0.075607064,0.011940299,-0.060176991,-0.096672944,-0.007644197,-0.25280112,0.092783505,0.050600343,-0.046530612,-0.054794521,0.06884058,-0.049152542,-0.035650624,-0.036044362,0.001917546,0.011483254,0.011352886,-0.012160898,-0.035037879,0.098135427,-0.025915996,-0.020183486,-0.054307116,0.106930693,-0.015205725,0.013623978,0.052867384,0.038297872,-0.048360656,-0.006029285,-0.052859619,-0.014638609,-0.006499536,-0.054205607,-0.011857708,-0.01,-0.094949495,0.065848214,0.138219895,0.057957682,-0.052173913,0.00733945,-0.290528233,0.029525032,-0.043640898,0.005215124,0.022049287,-0.006345178,-0.008939974,0.036082474,0.007462687,0.012345679,-0.12195122,-0.305555556,-0.24,0.323684211,0.220675944,0.004885993,0.042139384,0.130637636,0.100412655,-0.135,-0.130057803,0.07641196,-0.033950617,0.127795527,-0.019830028,-0.031791908,0.107462687,0
PFE,,0.005542169,0.006709801,-0.019519162,0.014323865,0.000718047,0.011719684,-0.003073286,0.004268437,-0.011806375,0.000955795,0.012652184,-0.009429514,0.006425512,0.004256325,0.008712032,0.001633987,-0.001631321,-0.002334267,0.005849321,0.003489184,-0.006954103,-0.002567694,-0.01076527,-0.013248167,0.009110525,-0.027797577,-0.025415445,-0.012537613,-0.01015744,0.01128784,-0.001268392,0.006096012,0.009088614,-0.00950713,0.025764082,0.003939916,0.005886681,0.009266033,0.006281711,-0.019687875,0.002939015,-0.007570208,0.001968504,-0.003683694,0.002218388,0.012051156,0.011907655,-0.004082613,0.002893658,0.001923539,0.007679386,-0.001667064,0.000715649,-0.001191895,-0.004295943,0.004314477,-0.009069212,0.009633911,0.007395038,0.005919962,0.005414313,0.004916881,0.003494874,-0.009287207,0.009608624,-0.013463324,0.006117647,0.002806361,0.00443097,0.009983747,0.002298851,0.001605505,0.002060911,0,-0.017595978,0.010234938,-0.002532811,0.010387812,0.010281014,0.004070556,-0.010810811,-0.014116576,0.001616628,0.015909615,-0.024512029,-0.013494649,0.008254717,0.002339181,-0.002567095,0.007487131,-0.006734789,0.001169044,0.006305465,-0.004641448,-0.005129401,0.009842981,-0.038059875,-0.064173703,0.001288992,-0.015190525,-0.006535948,-0.027368421,-0.000270563,-0.010013532,0.007927829,-0.014103607,-0.026409904,-0.005368748,-0.027272727,0.007009346,0.004930394,0.015295815,-0.016202388,0.00751228,0.006022369,-0.021094641,0.01456028,-0.01435132,0.021549214,0.007126568,0.006227003,0.016033755,-0.008028793,0.014233882,0.004402862,0.009041096,0.014933478,0.000802568,-0.003475007,-0.009924893,-0.002167434,-0.008960087,-0.003287671,0.003573392,0.004930156,-0.012264922,-0.006346578,-0.003054707,-0.003342618,0.012297373,-0.008006626,-0.013915948,-0.020604008,0.021613833,0.013540197,-0.00278319,-0.011163829,0.007338414,0.002801905,0.008941045,0.0052617,0.005509642,-0.004383562,0.003302146,0,0,-0.00082282,0.009332967,-0.010334512,0.010442429,0.013870003,0.024946352,0.007066213,-0.002858628,0.000521241,-0.009377442,-0.014462267,0.003468517,-0.018612071,0.00379301,-0.003238866,0.00108313,-0.010008115,-0.00136612,0.01997264,0
